Annual Income,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Default,Id,Credit Score,Years in current job_0,Years in current job_1,Years in current job_2,Years in current job_3,Years in current job_4,Years in current job_5,Years in current job_6,Years in current job_7,Years in current job_8,Years in current job_9,Years in current job_10,Term_Long Term,Term_Short Term,Home Ownership_2,Home Ownership_1,Purpose_1,Purpose_2,Purpose_3
1362319,0,7,21,509542,0,0,140844,359081,22705,0,991,725,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,8,9,700370,0,0,243188,285494,17779,0,993,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1705478,0,6,15,60764,0,0,56430,43814,13445,0,994,701,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
677901,0,11,11,174284,0,0,215050,124925,14292,0,996,741,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1125142,0,17,16,570548,0,0,393096,284810,22597,0,998,676,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1163256,0,14,19,280236,1,0,408980,98496,22321,1,999,729,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1391370,1,8,18,525998,2,1,343684,309814,14146,0,1000,745,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
269135,0,9,25,259644,0,0,86636,91485,3476,0,1001,748,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1232416,0,9,13,399234,1,1,109780,124811,5238,0,1002,724,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1219078,0,8,9,354134,0,0,370260,207347,16864,1,1003,669,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
973313,0,9,19,458194,0,0,268334,336756,19563,0,1004,716,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,16,20,402292,0,0,309628,190399,27967,1,1008,729,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,10,11,558118,0,0,132858,155211,6712,0,1013,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1912920,0,9,15,168278,0,0,132902,79344,3954,0,1014,715,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2150686,0,9,36,204028,0,0,26334,143792,4875,0,1015,640,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2706531,0,20,15,779328,0,0,647658,558638,30674,1,1017,635,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1064646,0,9,21,476168,0,0,224136,350797,11711,0,1019,720,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
476957,0,10,11,181302,0,0,132550,84550,8148,0,1020,740,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
925946,0,11,15,239206,0,0,346214,116508,20602,1,1021,619,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1781060,0,13,15,385594,0,0,222948,297046,33840,0,1022,741,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
790742,0,4,24,183128,0,0,217998,1577,468,0,1023,748,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
834233,0,18,22,1160962,0,0,98208,189506,21690,0,1024,723,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,10,20,392282,0,0,433400,297464,21519,1,1026,729,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,9,15,97834,0,0,65208,66576,19859,1,1027,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,14,26,651442,0,0,449460,458527,17597,0,1028,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1175454,0,4,7,28996,1,1,223124,8588,11069,1,1030,703,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1014790,0,9,14,490050,1,1,340582,309795,11670,1,1031,737,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2093971,0,7,22,248930,0,0,330638,183388,8324,0,1032,724,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
586701,0,6,23,151206,0,0,284878,106818,3447,1,1033,707,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
789697,0,13,18,1104972,0,0,261250,189905,14550,0,1034,751,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,7,32,122342,0,0,87252,28101,754,1,1035,729,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,8,15,764478,0,0,355586,382945,7451,0,1036,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
999552,0,7,17,966416,0,0,567006,611781,24073,1,1037,731,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2279449,0,12,8,630784,0,0,313148,217360,20325,0,1038,747,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
939588,0,15,17,634414,0,0,215864,106837,13475,1,1039,742,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
578835,0,7,28,111782,1,1,145222,37544,12204,1,1040,723,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1264146,0,18,15,954998,0,0,270226,317528,30972,0,1041,744,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2823495,0,6,36,834856,0,0,174372,40375,21882,0,1043,751,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,15,16,755722,0,0,272140,532589,18208,0,1045,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,9,27,409662,0,0,258676,345667,15340,0,1046,729,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1163256,0,12,12,499466,0,0,409134,345952,16211,1,1047,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
721601,0,9,25,167640,0,0,132308,110466,5526,0,1048,716,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
796480,0,9,28,704154,0,0,109802,90003,15797,1,1049,743,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1163256,0,3,10,10956,0,0,95876,5890,3616,1,1050,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,13,12,407000,0,0,313082,307211,9721,0,1051,729,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
969228,0,13,11,284834,0,0,304304,169993,19142,0,1053,680,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1291221,0,7,37,144606,0,0,222552,28842,24426,0,1056,737,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
674576,0,10,12,260964,0,0,245476,178733,5531,1,1057,698,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
852017,0,6,10,116138,0,0,61380,95285,9287,0,1059,732,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1119822,0,6,8,159940,0,0,216106,78584,14651,0,1060,724,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
596999,0,7,13,440748,0,0,324038,304893,7612,1,1061,739,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1741464,0,11,13,578644,0,0,448096,193895,16254,0,1063,751,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1163256,0,12,13,666996,0,0,395340,495406,35146,0,1064,729,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
674709,0,5,8,356972,0,0,250008,254353,7647,1,1065,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
348118,0,9,11,582780,0,0,73898,165585,5048,1,1066,724,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,15,10,487080,0,0,201498,246506,13037,1,1067,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1165042,0,11,17,439120,1,1,224312,135014,12233,0,1068,740,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
579633,0,5,8,373560,0,0,218130,216809,4830,1,1069,734,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1303666,0,7,18,436304,0,0,140162,100225,9940,0,1070,747,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2089145,0,17,20,755260,0,0,627154,532912,35864,0,1071,692,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1011408,0,11,18,180158,0,0,208318,105165,18374,0,1074,734,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
773300,0,7,28,170214,0,0,44770,129067,12102,0,1075,740,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
755516,0,19,8,428802,0,0,218702,152570,5358,1,1077,735,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1369919,0,22,20,1311156,0,0,771078,406524,24065,0,1079,636,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,19,10,465432,0,0,342980,202996,27986,1,1080,729,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1163256,0,4,15,141790,0,0,248226,59147,6359,1,1081,729,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1163256,0,15,11,547250,0,0,405262,169670,15240,0,1082,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1039110,0,7,22,98868,0,0,171886,49191,11690,0,1084,737,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1314097,0,6,11,143022,0,0,55946,44099,12703,0,1085,749,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,8,23,378290,0,0,222662,209095,7788,0,1087,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1033828,0,7,10,472560,0,0,326480,308940,7297,0,1088,719,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
849699,0,13,28,885984,0,0,314842,84930,8780,0,1089,733,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,22,14,245476,0,0,197274,137807,9518,1,1090,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,14,20,360250,1,0,217074,183882,15115,0,1091,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1149234,0,13,13,471900,0,0,438020,172805,21452,0,1092,737,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,7,14,400950,0,0,236522,307154,6104,0,1094,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
696806,0,6,11,541486,0,0,109032,139365,6504,0,1095,747,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1635140,0,19,21,702658,1,1,130570,290681,20031,1,1096,730,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
967670,0,16,12,782562,0,0,125488,214244,7475,0,1097,739,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1163256,0,9,10,235532,0,0,201102,127338,15865,1,1098,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1613062,0,9,22,393162,0,0,109868,125628,20298,0,1099,704,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1163256,0,7,21,326810,0,0,184822,131803,12680,0,1100,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,18,9,1296284,0,0,436084,158973,19437,0,1101,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,13,22,996534,0,0,211728,210862,12302,1,1102,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
364572,0,4,18,214302,1,1,119064,109934,5043,0,1103,739,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
839591,0,7,16,547052,0,0,405064,345363,9585,0,1106,740,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
724527,0,9,13,720302,0,0,123640,105127,12196,0,1107,707,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1520608,0,15,22,1056528,0,0,528220,398734,28131,1,1108,654,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
722133,0,9,23,337128,0,0,329494,254771,10230,0,1110,732,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,14,19,670560,1,1,623876,263492,24262,1,1111,729,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,7,10,286506,0,0,151866,70015,7623,0,1112,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1891298,0,6,24,329802,1,0,128810,30761,20804,0,1113,739,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
192223,0,4,12,100496,0,0,72336,8417,2806,0,1114,745,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,7,16,418198,0,0,216502,196840,5134,1,1116,729,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1093184,0,12,7,413292,0,0,532972,178828,13938,0,1117,716,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1179786,0,10,17,522082,0,0,196724,353495,27627,0,1118,737,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
556833,0,12,18,533236,1,1,270798,200336,10301,1,1119,645,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2251956,0,11,8,445852,0,0,478038,131689,9665,0,1121,742,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,6,7,125620,0,0,80124,48393,2095,1,1123,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1160292,0,18,26,783882,0,0,358270,342551,23979,1,1124,728,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1155162,0,13,7,240856,0,0,222926,111492,20023,1,1125,608,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1068313,0,10,5,691306,0,0,178244,120593,9615,0,1126,708,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1373054,0,20,16,773300,0,0,397474,305862,15561,0,1127,704,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1691019,4,11,20,681934,6,2,543906,116014,38753,0,1129,693,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
627190,0,4,13,356224,0,0,132044,82137,2948,0,1130,743,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2337741,0,19,28,1455102,0,0,601524,629603,33897,0,1131,740,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1241897,0,8,15,143726,0,0,112354,95076,5765,0,1132,748,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
927200,0,23,26,790042,0,0,343552,311809,22485,1,1134,719,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
807576,0,8,17,703692,0,0,267168,111207,8547,0,1135,743,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
599070,0,11,8,149534,0,0,107294,91048,4493,0,1136,708,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1259833,0,25,20,828058,0,0,466796,451250,28556,0,1137,730,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,10,10,521268,0,0,317306,256158,18001,0,1138,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,9,12,359854,1,1,124014,208221,16184,1,1139,729,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1204619,0,8,9,832194,0,0,274670,315514,29413,0,1140,747,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1913737,0,11,20,545094,0,0,447656,293740,15948,0,1141,693,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1640042,0,10,6,690250,0,0,536184,481061,32664,1,1142,712,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1224512,0,8,21,611182,1,1,152702,222224,20204,0,1143,744,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
830889,0,13,12,519552,1,1,309870,127889,22503,0,1144,710,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,12,18,280170,0,0,187594,159695,11285,1,1145,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,7,31,129294,1,1,35112,35967,2433,0,1146,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1016557,0,5,29,193094,1,1,239778,36689,7099,1,1147,724,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
410628,0,25,5,744216,0,0,141262,199253,11258,0,1148,726,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
843885,0,13,18,542542,0,0,421784,260984,9353,0,1149,649,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1509854,0,7,19,760452,0,0,629068,189791,4152,0,1150,747,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,7,7,237732,1,0,361746,62624,22110,1,1151,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
583509,0,17,25,326348,0,0,135124,229444,11816,1,1152,737,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
724603,0,13,19,229702,0,0,300828,130549,4173,1,1153,705,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
873905,0,8,18,182270,0,0,404756,83429,15730,0,1154,671,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
751260,0,11,19,733106,0,0,173976,438140,11707,0,1155,712,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,10,12,423698,1,1,771232,121847,28863,1,1157,729,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
2057966,0,13,28,772772,0,0,515218,421116,37215,0,1158,741,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,6,15,123706,0,0,273592,52136,19647,1,1159,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
689643,0,9,31,381700,0,0,350174,196137,13908,0,1161,719,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
479275,0,12,9,310508,0,0,172040,219355,7828,0,1162,730,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1254494,0,14,12,552530,0,0,352132,322107,8290,0,1164,710,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1163256,0,4,11,557084,0,0,395362,151069,3571,0,1165,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
227088,0,3,16,282546,0,0,130372,199614,6112,1,1167,700,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
595118,0,9,19,109890,0,0,93676,45942,4711,1,1168,699,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1352876,0,7,10,444378,0,0,626604,2679,16122,0,1169,724,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
577467,0,6,8,309870,0,0,133738,96064,3330,0,1170,708,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,4,10,230142,0,0,140646,102353,3202,0,1171,729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
570057,0,13,12,380556,0,0,151272,281979,18859,0,1172,690,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1046425,0,11,11,749210,0,0,527296,505343,12034,0,1174,713,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
676818,0,14,23,213444,0,0,76186,64144,8629,0,1175,728,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1670841,0,21,12,332794,0,0,257950,118123,33974,0,1177,681,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
581115,0,6,29,118888,1,1,282040,69825,9152,0,1179,713,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1493096,0,11,14,522368,0,0,259336,178201,14807,1,1180,628,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,7,14,180158,0,0,222332,121049,23093,0,1181,729,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1163256,0,10,27,549648,0,0,292314,112024,20961,0,1182,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2193968,0,11,14,825682,0,0,397628,528409,26693,0,1183,741,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1163256,0,18,14,526416,1,1,173998,278692,10694,1,1184,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
863208,0,7,27,142164,1,1,226556,92568,4489,1,1185,676,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,16,21,721248,0,0,275594,500802,15230,1,1186,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,10,17,254760,1,1,124168,74366,14343,0,1188,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2280456,0,12,48,1224674,0,0,660132,491815,17350,0,1189,719,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1160634,0,8,24,951786,0,0,447964,277837,19770,0,1191,692,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
848331,0,8,12,473462,0,0,32736,344698,12838,1,1193,735,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1291088,0,13,26,876040,0,0,241824,203509,15816,0,1194,750,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1159494,0,9,14,646844,0,0,446974,413402,17296,0,1196,732,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
766612,0,12,22,441496,1,0,88770,47272,13160,0,1197,730,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1400414,0,13,17,337942,0,0,326568,257412,12020,0,1198,715,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1401212,0,14,13,449900,0,0,346126,221863,17982,1,1199,675,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
910727,0,15,20,688006,0,0,397100,388588,13964,0,1200,672,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
695153,0,11,10,572968,0,0,89298,110352,6488,0,1201,748,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1483216,0,15,13,236060,0,0,57970,184699,36215,0,1204,684,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
336661,0,7,9,158202,0,0,132110,51509,505,0,1205,723,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1056172,0,19,18,603350,0,0,433840,350683,26580,1,1206,685,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,11,17,639034,0,0,400158,20425,25357,0,1207,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
947150,0,11,18,1391676,0,0,548350,139422,8919,0,1208,747,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1251188,0,6,16,285406,0,0,178310,138035,13867,0,1209,733,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
465405,0,11,18,448184,0,0,107778,271339,8106,0,1210,712,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,1,7,25,89166,1,0,401588,26657,28653,0,1212,729,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1430282,0,5,21,817806,0,0,476960,273334,21931,0,1213,749,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1163256,0,15,19,588104,0,0,783860,27436,8426,0,1215,729,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
469965,0,7,10,165594,0,0,174130,54777,7519,1,1216,739,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1600959,0,21,17,484308,0,0,327140,149321,22413,0,1217,721,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
923799,0,9,9,322278,0,0,315260,167542,7621,1,1218,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
667850,0,11,15,639804,0,0,153054,488471,18700,0,1219,703,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1132362,0,17,19,179080,0,0,109274,23047,20986,0,1220,746,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
1053474,0,7,11,502128,0,0,435798,72428,4995,0,1221,744,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1060048,0,11,13,902154,0,0,44638,515014,26501,1,1222,723,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,10,7,255970,0,0,324478,36252,7429,1,1223,729,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2049264,0,5,25,594022,0,0,776160,483778,25445,1,1226,688,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
759392,0,9,13,110000,0,0,109912,23275,12150,0,1227,716,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
862619,0,10,15,579018,0,0,66594,316046,13938,0,1228,747,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
422370,0,15,28,792154,0,0,64350,38988,5019,1,1230,746,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,7,13,408386,0,0,472714,346009,25331,0,1231,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1664799,0,9,19,229658,0,0,216590,123367,15677,1,1232,710,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2075807,0,15,15,600380,0,0,708268,275842,22142,1,1234,676,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
913425,0,13,14,212894,0,0,314600,32167,15391,1,1235,741,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1303533,0,6,35,719136,0,0,218746,342836,9820,0,1236,745,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1215240,0,11,18,1230548,0,0,432960,523944,14583,1,1237,712,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
749892,0,10,17,547492,0,0,385968,378271,11248,0,1238,718,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1078478,0,13,10,99088,0,0,112530,62890,27591,0,1239,736,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,5,5,262922,0,0,326084,133513,8751,0,1240,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,15,16,422444,0,0,472692,202483,26480,0,1242,729,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,22,8,993762,0,0,129382,350170,21881,1,1243,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,4,12,661914,0,0,125488,174933,10071,0,1244,729,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1816191,0,19,22,867724,0,0,309914,394934,25124,0,1245,731,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,8,16,236324,0,0,150326,114494,12403,0,1247,729,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
